Abacavir -0.48767722 -0.4374572 0.07564601 -0.19617341 0.40402183 0.19950894 0.26718554 -0.22648825 -0.53417385 0.39241952 0.13473074 0.2663175 -0.23059662 -0.40600932 0.7932825 0.33096746 -0.066564426 0.20725748 -0.41887218 0.03226514 -0.050770376 0.11469023 -0.2128692 -0.56203496 -0.4123807 -0.24366066 0.055016994 0.4553313 0.020026585 -0.24900515 -0.47624627 -0.14403899 0.20551795 -0.069661625 0.3971803 0.41543794 0.16778952 -0.23369743 0.20378597 -0.09806609 0.2902173 0.022203684 -0.49123138 -0.11495154 0.37703598 -0.09035349 -0.5579477 -0.26437372 -0.40111092 -0.038288552 0.13928945 -0.1608288 0.09492056 0.013206393 -0.018850647 -0.17688237 0.15487121 0.06465403 -0.23241696 0.31898955 -0.11102373 0.29734337 -0.04635737 -0.54218066 0.4728988 -0.23764494 -0.08681733 0.14432184 -0.13093741 0.091418214 -0.16201694 -0.0036569906 -0.3450231 -0.63082814 0.31808746 -0.2533721 -0.406483 -0.124452196 -0.19981515 0.30046448 -0.36554518 0.6261894 0.58826315 0.39293176 0.5330667 0.0841018 -0.20448837 -0.77678406 -0.07832121 0.09652142 0.48017207 -0.6406883 0.32297537 -0.09910595 -0.16847874 0.25247222 0.04639977 -0.2385362 -0.08308687 -0.12943874 -0.26787212 -0.07128274 0.099411085 -0.31995276 0.3396819 0.25526935 -0.43397072 0.5120688 0.5430676 -0.81141895 0.076341145 -0.6097016 0.15075698 0.2425233 0.072592005 -0.19666961 -0.2244886 -0.12766439 0.268657 0.56528777 -0.015595345 -0.27131233 -0.3515673 -0.15114148 -0.384961 0.0511922 0.030883027 -0.033765137
CCL5 -0.35663107 -0.4059707 0.4432698 -0.39876497 0.41259468 0.12691723 -0.14018759 -0.13272338 -0.22575897 0.32148364 0.2111146 0.07506845 -0.27067065 -0.59578294 0.69731957 0.10420103 -0.028840734 0.2948276 -0.29325628 0.014526656 -0.09324914 -0.0016120786 -0.22648014 -0.43724483 -0.19415799 -0.26387337 0.05025963 0.4189605 0.042138267 -0.14939472 -0.2806225 -0.16395459 -0.13552028 -0.18345447 0.39616302 0.5755341 0.1492556 -0.46018726 0.18265076 -0.035765775 -0.01605694 0.061312363 -0.27740297 0.05206518 0.39471593 -0.046174526 -0.6075737 -0.30183727 -0.12992059 0.013273898 0.13416278 0.098120615 0.29528987 0.03286487 -0.15429573 -0.43127054 -0.08951518 0.07561447 -0.53548354 0.47402227 -0.34005105 0.3085001 0.30226538 -0.5982318 0.10612792 -0.19163601 0.06411175 0.035004366 -0.05431742 0.08883991 -0.47411448 0.107304506 -0.56625694 -0.4972964 -0.0056752185 -0.47967714 -0.7994327 -0.076963656 -0.30347246 0.5579197 -0.08537941 0.5091799 0.55614394 0.47621435 0.4609546 0.09134332 -0.10135324 -0.8168751 -0.2095886 0.21093363 0.38100794 -0.5071779 0.07988729 0.07835555 -0.19024913 0.13378395 0.18008561 -0.18373123 -0.33525732 -0.4262604 -0.25049978 -0.17285469 -0.16707039 -0.3032983 0.57442415 0.35722765 -0.12389565 0.5481331 0.5816754 -0.6520708 -0.11371255 -0.8192882 0.22365282 0.08238787 0.091124244 0.048568264 -0.07442242 -0.04455034 -0.13088405 0.08052862 0.23527738 -0.10335168 -0.39566118 0.40565062 -0.36504307 0.22233209 0.037985537 -0.12326122
IL10 -0.21780607 -0.6702467 0.1024386 -0.22430822 0.1098118 0.20019373 0.04087557 -0.20775852 -0.20286882 0.25566366 0.10729977 0.19240619 -0.29902494 -0.6935415 0.53819346 -0.09641843 -0.014824964 0.2704052 -0.13163683 -0.23193304 0.10779335 0.06476305 -0.29545692 -0.52743334 -0.2916999 -0.11592796 0.028708655 0.22052282 0.1654586 -0.375521 -0.225458 -0.26332277 -0.067896925 -0.042996082 0.20110986 0.4370036 0.119235575 -0.4191156 0.12222674 0.25921756 0.4696147 -0.014101922 -0.5662036 0.03752964 0.40930226 -0.022013739 -0.58165 -0.19299984 -0.2343939 -0.026519595 0.3269693 0.11896134 0.18195984 0.51378816 -0.1772582 0.22962898 -0.162283 -0.058578227 -0.23225413 0.35987526 -0.24880353 0.34516475 -0.021187406 -0.13877496 0.03765665 -0.015107257 0.09397673 -0.14884041 0.060772378 -0.15570056 -0.3604007 -0.19883318 -0.29953235 -0.5517266 0.15029567 -0.0048683654 -0.43621975 -0.00034925708 -0.19535945 0.5060148 -0.54572535 0.4527458 0.38478 0.31559342 0.24488804 0.06407372 -0.05216803 -0.55856514 -0.307988 -0.00016067924 0.07499454 -0.24912517 0.19618213 -0.019530276 -0.01459565 -0.04308573 -0.22459261 -0.23641977 -0.32938328 -0.10909774 -0.30851522 -0.026316324 -0.16652575 -0.13385439 0.36212105 0.21875376 0.0005574346 0.2500937 0.4937083 -0.71265763 0.12378812 -0.48755163 0.3607396 0.13063434 0.12195927 -0.037037738 -0.07894226 0.1544243 -0.2027402 0.4453503 0.32038036 0.034830213 -0.3447681 0.39560136 -0.6691121 0.022609627 -0.2743685 -0.21550503
CCR2 -0.35029408 -0.18224409 0.2380256 -0.43937787 0.45410654 0.34518844 -0.22257169 -0.10182247 -0.20994078 0.36612663 0.19010727 0.1717127 -0.30827287 -0.619019 0.65337723 0.13831924 -0.019467492 0.22488292 -0.22592251 -0.05446955 -0.11193916 -0.121948786 -0.21930516 -0.41506147 -0.2392287 -0.07678341 -0.08363999 0.34159428 0.0067358804 -0.2087451 -0.36145017 -0.27005824 -0.13690034 -0.098735936 0.39647844 0.4915198 0.11425796 -0.4006587 0.22923437 0.120946646 0.022690294 0.15824458 -0.23581661 0.17218657 0.45636946 -0.03446264 -0.5445141 -0.33516327 -0.124065764 0.018158464 0.14944027 0.15017346 0.22630154 0.07261729 -0.09878829 -0.45529622 0.04513182 0.08474018 -0.64002335 0.542961 -0.28576395 0.2601902 0.1961019 -0.5882124 0.15939903 -0.25057626 0.0855282 -0.15340708 -0.18249112 0.10880825 -0.4006603 0.14263156 -0.547457 -0.5245376 0.03227302 -0.39445445 -0.7158264 -0.11011916 -0.3326691 0.57136756 -0.12628545 0.55636185 0.5179245 0.47902507 0.4040846 0.1516966 -0.06142019 -0.8192386 -0.23400357 0.17660014 0.47741365 -0.43857345 0.23943858 0.004564546 -0.19411223 0.12636997 0.088220514 -0.08544595 -0.19925068 -0.36120653 -0.26904228 -0.24224435 -0.14757097 -0.3681001 0.53059566 0.24091895 -0.12010165 0.44813314 0.63054353 -0.81138086 -0.038992602 -0.8307371 0.33904222 0.075770654 0.13297231 0.04744768 -0.17706792 -0.057489567 -0.08661835 0.17019723 0.41103303 -0.18906023 -0.3991592 0.39130574 -0.46436557 0.14601487 0.024563113 -0.0019544566
CCR5 -0.3199474 -0.27437705 0.43193498 -0.32406202 0.46807367 0.24764942 -0.16206641 -0.15498191 -0.14859058 0.2660296 0.22204266 0.014863457 -0.27577692 -0.6702567 0.67698824 0.24547467 -0.14400727 0.25541306 -0.15866032 -0.078300074 -0.08963611 -0.11339342 -0.18758637 -0.48246983 -0.16424613 -0.07453804 0.05048936 0.42989966 0.0481949 -0.09671047 -0.38659427 -0.13304652 -0.17014761 -0.23656447 0.42345855 0.4730935 0.2047956 -0.29172906 0.21520321 0.014704697 -0.10490977 0.024518263 -0.20756228 0.1743382 0.4306481 -0.15064868 -0.5825265 -0.34178403 -0.1616978 -0.10770869 0.21614045 0.21851625 0.29294798 -0.014614449 -0.18806231 -0.5057386 -0.083963424 0.07906828 -0.5170026 0.45409498 -0.38321495 0.26680994 0.24514857 -0.5111962 0.07366806 -0.3154508 0.05669452 -0.08307745 -0.108649574 0.15194349 -0.5484251 0.18961258 -0.5071235 -0.437687 -0.018145012 -0.456064 -0.65675914 -0.12829342 -0.3572799 0.5819211 -0.24724068 0.5871793 0.57781845 0.35688993 0.3208897 0.04871995 -0.07565653 -0.8306166 -0.3565299 0.012072192 0.36947247 -0.5610119 0.15869577 -0.011876279 -0.1770481 0.02265944 0.17815165 -0.13654836 -0.22918195 -0.34531516 -0.31582832 -0.22743589 -0.14821757 -0.41587117 0.6446824 0.25524926 -0.0960116 0.58706975 0.56301606 -0.71824896 -0.18573844 -0.83460164 0.18457516 0.17798623 0.16509433 -0.003149302 -0.23943354 -0.11203972 -0.1444205 0.06501304 0.29770005 -0.21857181 -0.39716053 0.3837779 -0.44297102 0.0017598135 0.054399613 -0.06645184
FCGR3A -0.6214713 0.00086030364 -0.07424698 0.00043664753 0.5855381 0.44392213 0.32633722 -0.21095972 -0.54876024 0.41882852 0.28863996 0.21018094 -0.39176127 -0.30143008 0.5412773 0.7225117 0.121660866 0.18937454 -0.5948692 0.4256228 -0.27707118 0.1586748 -0.18413289 -0.75606525 -0.4375376 -0.14146139 0.049532652 0.30456322 0.20212285 -0.0073581203 -0.5618684 -0.004144633 0.23596098 -0.32317558 0.43056914 0.5076178 0.37917128 -0.28211516 0.19160141 0.07204035 -0.008115641 0.014667761 -0.5377584 -0.2566612 0.75618446 -0.105340414 -0.5697462 -0.765876 -0.11888803 0.14063068 0.042767733 -0.028614748 0.3273259 -0.19621408 0.06483565 -0.36463532 0.42276356 0.0067133326 0.01303255 -0.0016336596 -0.2654207 0.40411752 -0.08889923 -0.31554386 0.4288483 -0.41106048 -0.34500906 -0.2662007 -0.0671212 0.13776217 -0.12776761 0.119948514 -0.049907032 -0.74104 0.13392587 -0.49045965 -0.056442484 -0.0025011797 -0.30492398 0.10888112 -0.5299354 0.533734 0.4621009 0.16510479 0.69700205 0.2142762 0.06371128 -0.5533087 -0.18775325 0.007136761 0.5002656 -0.4742862 0.01522624 -0.11759277 -0.40844876 0.766445 -0.09725141 -0.09139528 -0.13753785 -0.19977474 -0.18899637 -0.25986433 -0.013140829 -0.52940434 0.3557834 0.268785 -0.47583765 0.35889938 0.4713007 -0.42838275 -0.2877347 -0.56766135 -0.18984449 -0.07165321 0.30589646 -0.051260576 -0.10584453 0.024565836 0.22765958 0.41587445 -0.200748 -0.40047306 -0.5058398 0.13158873 -0.29447487 0.059344262 0.19396614 0.05382104
OAS1 -0.60999876 -0.6780128 0.014547393 -0.03550056 0.5867616 0.2711329 0.16917475 -0.1267159 -0.6877338 0.4312758 0.23038577 0.15572724 -0.19225562 -0.6931099 0.7979688 0.4468805 0.17303781 0.1295312 -0.61943984 0.22976825 0.011318666 0.05371927 -0.26026392 -0.5486339 -0.45321676 -0.27112588 0.12456556 0.66358095 0.33584657 -0.1694515 -0.31150475 -0.09663364 0.3941164 -0.3060233 0.25372523 0.5112191 0.38159168 -0.349843 0.34313822 -0.02622033 0.19945727 0.083366215 -0.49717247 -0.12330717 0.81091815 -0.32673296 -0.49610952 -0.7420043 -0.21503122 0.09995583 0.21467611 9.96524e-05 0.30634674 0.15341589 0.02482141 -0.26817918 0.21771725 -0.12173975 -0.23477067 0.18597496 -0.20530649 0.41883326 0.23854677 -0.3191955 0.26824898 -0.3250192 -0.15469258 -0.13014182 -0.02557287 0.49099618 -0.16083191 0.19212863 -0.32833004 -0.7219108 -0.013804968 -0.32368472 -0.3281398 0.09833888 -0.39053732 0.3301307 -0.13063112 0.6446972 0.5332674 0.36803484 0.51610905 0.32859072 0.2635501 -0.57371 -0.26664308 -0.17766751 0.5623883 -0.60531276 0.21767132 -0.13165294 -0.16877516 0.65942043 -0.039585445 -0.13951395 -0.3592022 -0.16217974 -0.35146105 -0.20257679 0.027042916 -0.6860438 0.6497153 0.32545763 -0.4010088 0.45415905 0.5957014 -0.51732874 -0.12777235 -0.81123906 0.0904526 0.2206419 0.16678979 -0.4191965 0.0023234545 0.102601826 0.03151811 0.6023851 0.061635774 -0.24618651 -0.37321022 0.2547626 -0.36213008 0.11949966 0.37559205 -0.0020517756
Abarelix -0.060165316 0.12897435 0.0083737355 0.08740341 -0.0037794728 -0.33321464 -0.059386116 0.04242605 -0.023408301 0.28189328 0.48667258 -0.28261125 0.13309361 -0.5341528 -0.27327946 0.3642415 -0.36379316 0.37956786 -0.08294856 0.94116557 0.14901936 0.6732819 -0.6198566 -0.28397906 -0.2576761 -0.18923652 0.18550879 -0.25938088 0.28693718 0.15174486 0.49040705 0.10283815 -0.060269088 0.3948221 -0.34814385 0.12110285 -0.04040224 -0.097608544 -0.67335427 -0.111231595 -0.25886515 0.3075809 -0.23666939 0.00031281784 0.082326084 0.109808445 -0.91821563 -0.3880093 0.06670995 0.15376969 0.4305317 -0.06812902 -0.63348436 0.3053512 -0.2674736 -0.4079485 0.37986097 0.24678482 -0.18793473 -0.0037162716 -0.13106461 -0.18668517 0.20430812 -0.38868707 0.11549188 -0.07495823 -0.0249417 0.06310898 -0.54447234 0.051811304 -0.19133008 0.2752348 -0.56571364 -0.14207849 0.04928297 -0.43327755 -0.09841285 -0.26816404 -0.5714811 -0.30704907 -0.39332485 0.19343501 0.25458243 0.028371345 0.41945335 0.46903294 0.5650128 -0.4849456 -0.02952233 0.5747082 -0.28215274 -0.16622458 -0.17464106 -0.68725514 0.32586578 -0.05380439 0.12953895 -0.1641437 -0.67906904 -0.31193644 -0.10872398 0.37645537 -0.1603507 0.07285649 -0.26418248 -0.19761147 -0.1359662 0.060296915 0.46983272 -0.47515133 0.19758037 -0.13889323 0.46714464 0.15985745 -0.28099307 0.2779892 -0.08884399 -0.60368955 0.0770491 0.05684826 -0.1994345 -0.35775295 -0.072731614 0.06684093 0.12870458 0.017725136 -0.0012835432 0.304735
RNASEL -0.03284362 0.13413395 0.026794448 -0.03029162 0.19395393 -0.07544077 -0.03505665 -0.15011798 -0.12018562 0.21577242 0.5828444 -0.6300622 0.31011266 -0.5373051 -0.2788159 0.847471 -0.36657774 0.07628236 -0.013802007 0.7889017 -0.06438841 0.5791449 -0.7324807 -0.5440862 -0.24854605 -0.29434332 0.2002594 0.034573007 0.26185927 -0.044706944 0.42768967 0.16207723 -0.29234305 0.19508092 -0.4622927 -0.112525925 -0.017225137 0.049660344 -0.25361106 -0.41533512 -0.48384017 0.33573064 -0.16132504 0.15155484 0.08141655 0.22237006 -0.6865345 -0.53100795 -0.09221788 0.06441042 0.23169282 -0.18727627 -0.5884357 0.3637305 -0.11284224 -0.406036 0.28091162 0.15173759 -0.334456 -0.023415864 -0.33287627 -0.1335307 0.2825572 -0.50192237 -0.024255676 -0.008104665 -0.22628929 -0.21389975 -0.48899361 0.17237668 -0.06702466 -0.07859401 -0.5669838 -0.089369394 -0.11013795 -0.18059132 -0.055101074 -0.5473601 -0.5181871 -0.30657002 -0.04259264 0.08582149 0.48115566 0.12133769 0.08207884 0.44346863 0.40305933 -0.5919493 -0.048886668 0.39425796 -0.28239435 -0.12385209 0.06583322 -0.55875146 0.10576342 -0.19417655 -0.012803277 -0.26492572 -0.5329903 -0.38955507 -0.46079335 0.34563625 -0.10714077 -0.12663387 -0.34497032 -0.31262305 -0.068597876 0.25643912 0.45452303 -0.0827008 0.17311063 -0.33731368 0.42333323 0.3190415 -0.08329219 0.30325013 0.13676594 -0.21621498 0.325186 0.35505983 -0.2509864 0.12549023 -0.30219653 0.2238344 0.0042531732 0.15379004 -0.09421584 0.3670704
BRCA2 0.019204086 -0.10309844 -0.24552165 -0.032546807 0.032794856 -0.091459796 -0.16722521 0.05520708 0.012589051 0.28662097 0.17206135 -0.59005827 0.25828582 -0.37740448 0.046683453 0.26956987 -0.1880586 0.3132016 0.037711564 0.3985427 0.1061802 0.4303423 -0.54381 -0.33700362 -0.2186561 -0.09886049 0.06141814 -0.18509918 0.021030435 0.017933518 0.1383037 0.12419691 -0.21784507 -0.017693501 -0.4932733 0.40671962 -0.13740426 -0.18272199 -0.23131748 -0.110372 -0.47287264 0.25740978 0.19465011 -0.050558962 0.5666088 0.14394736 -0.83059764 -0.4244528 0.085674666 -0.033371657 0.3227339 -0.4385592 -0.40613848 0.18624394 0.18235162 -0.4123255 0.5522475 -0.3400135 -0.22716093 0.26986337 -0.2548108 -0.40668717 0.070870906 -0.37565288 -0.12144768 0.42496186 -0.2862709 -0.29535866 -0.6643147 -0.14265168 -0.3276696 0.3796423 -0.6211658 -0.15397306 -0.00912316 -0.9736502 0.0014384219 0.07166476 -0.36404747 -0.052704427 -0.20566688 0.07803277 0.3019505 -0.15675044 0.013942591 0.6576155 0.4383389 -0.30622333 -0.20013683 0.20899019 -0.29346496 -0.4012348 -0.12906215 -0.2235383 0.30627543 0.08846189 0.11844122 -0.17866877 -0.6849096 -0.5025554 -0.34686983 -0.15568292 -0.15559644 0.26293826 -0.34822518 -0.17888947 -0.13178556 0.34584764 0.27905902 -0.2652611 0.24857518 -0.049083445 0.21555366 0.08775908 0.18427816 0.29095972 0.1067237 -0.33585832 -0.21568698 0.27260536 -0.26455936 0.15432988 -0.2617507 0.13218875 0.11621199 0.44214875 -0.6590915 0.13467777
